ID_Carro,Marca,Año,Tamaño_Motor,Combustible,Transmision,Kilometraje,Condicion,Precio,Modelo
709.0,BMW,2004,5.1,Híbrido,Manual,161938,Usado,54592.22,X5
710.0,Ford,2014,3.8,Híbrido,Manual,153060,Usado,83509.42,Focus
711.0,Honda,2007,4.3,Gasolina,Manual,221516,Usado,59761.79,CR-V
712.0,Tesla,2009,5.5,Eléctrico,Automática,136746,Nuevo,88038.24,Modelo Y
713.0,Audi,2015,3.0,Eléctrico,Manual,201610,Usado,73497.0,A4
714.0,Audi,2007,2.6,Gasolina,Automática,66446,Usado,66073.98,A3
715.0,Ford,2000,1.1,Diésel,Automática,29072,Usado,58686.65,Mustang
716.0,BMW,2011,5.1,Híbrido,Manual,33717,Usado,73682.2,Serie 3
717.0,Toyota,2004,5.0,Gasolina,Automática,218417,Nuevo,44867.12,Prius
718.0,BMW,2002,1.5,Gasolina,Automática,157723,Nuevo,14174.78,X3
719.0,Ford,2000,3.9,Eléctrico,Automática,109525,Nuevo,8798.68,Focus
721.0,BMW,2007,1.6,Eléctrico,Automática,4646,Usado,61932.7,Serie 3
722.0,Audi,2002,5.9,Gasolina,Automática,175403,Usado,12490.66,A3
723.0,Tesla,2009,2.1,Diésel,Automática,284329,Nuevo,32255.84,Modelo S
724.0,Toyota,2001,1.3,Híbrido,Manual,229728,Usado,35593.06,Corolla
725.0,Tesla,2010,4.0,Gasolina,Manual,52107,Nuevo,58465.58,Modelo Y
726.0,Audi,2009,4.7,Gasolina,Automática,244865,Usado,31455.83,Q5
727.0,Audi,2020,1.2,Diésel,Automática,279707,Usado,14086.62,A3
728.0,Honda,2013,4.3,Gasolina,Manual,70729,Nuevo,20661.39,Accord
729.0,Honda,2006,3.7,Gasolina,Manual,277845,Usado,21525.04,Civic
730.0,Tesla,2001,1.5,Híbrido,Manual,200144,Nuevo,85056.02,Modelo S
731.0,Mercedes,2008,1.9,Híbrido,Manual,215494,Nuevo,32010.37,GLC
732.0,Tesla,2015,3.8,Híbrido,Automática,252615,Nuevo,72895.71,Modelo X
733.0,Honda,2012,2.5,Eléctrico,Automática,128331,Nuevo,58944.68,Fit
734.0,Audi,2008,5.7,Diésel,Manual,160482,Nuevo,97818.68,A4
735.0,Ford,2019,5.1,Híbrido,Manual,99280,Nuevo,30918.15,Fiesta
736.0,Tesla,2003,5.9,Eléctrico,Manual,189787,Nuevo,20045.44,Modelo S
737.0,Audi,2021,2.3,Eléctrico,Manual,38665,Nuevo,9943.59,A3
738.0,Ford,2009,5.8,Diésel,Automática,278101,Usado,27891.17,Explorer
739.0,Ford,2021,3.2,Diésel,Manual,259285,Nuevo,69986.73,Focus
740.0,Honda,2011,2.7,Gasolina,Manual,163947,Nuevo,13099.53,CR-V
741.0,Tesla,2016,1.3,Eléctrico,Manual,113828,Usado,28246.68,Modelo 3
742.0,BMW,2013,1.3,Híbrido,Automática,132698,Nuevo,86254.29,Serie 3
744.0,Honda,2001,3.3,Eléctrico,Automática,194894,Nuevo,11604.55,Fit
745.0,Honda,2020,2.1,Híbrido,Manual,203485,Nuevo,9529.9,Civic
746.0,BMW,2019,4.1,Eléctrico,Manual,164714,Nuevo,10806.67,X5
747.0,Toyota,2010,2.3,Diésel,Manual,32356,Nuevo,94478.13,Prius
748.0,Audi,2015,3.9,Gasolina,Automática,265953,Nuevo,85737.79,Q5
749.0,Mercedes,2018,2.8,Eléctrico,Automática,297019,Nuevo,85269.3,C-Class
750.0,Tesla,2022,5.1,Híbrido,Manual,241121,Nuevo,92800.59,Modelo 3
751.0,Mercedes,2005,5.1,Diésel,Manual,271609,Usado,52999.26,C-Class
752.0,Audi,2023,3.4,Gasolina,Automática,197167,Nuevo,28497.74,Q7
753.0,Honda,2018,2.8,Híbrido,Manual,196322,Nuevo,43128.06,Fit
754.0,Toyota,2004,2.8,Híbrido,Manual,15250,Usado,73292.09,Prius
755.0,Honda,2003,5.0,Híbrido,Manual,46023,Nuevo,88223.12,Accord
756.0,Ford,2014,2.6,Eléctrico,Automática,101350,Nuevo,46333.64,Fiesta
758.0,Honda,2019,1.4,Híbrido,Manual,16427,Nuevo,93519.38,Accord
759.0,Audi,2009,3.3,Eléctrico,Manual,210084,Nuevo,15212.37,A3
760.0,Audi,2023,3.4,Diésel,Manual,134511,Nuevo,86918.43,A4
761.0,Audi,2021,5.2,Diésel,Automática,218403,Nuevo,20134.21,A3
762.0,Mercedes,2002,2.1,Eléctrico,Automática,78672,Usado,50966.83,E-Class
763.0,Ford,2004,2.9,Eléctrico,Automática,17300,Usado,25750.2,Mustang
764.0,Audi,2005,5.0,Híbrido,Manual,19659,Usado,62280.02,A3
766.0,Mercedes,2021,2.9,Gasolina,Manual,245259,Nuevo,41100.7,GLC
767.0,BMW,2007,3.3,Eléctrico,Automática,10360,Nuevo,87013.83,X3
768.0,Toyota,2006,2.5,Diésel,Manual,283568,Nuevo,67682.27,Camry
769.0,Tesla,2020,5.7,Diésel,Automática,98035,Usado,73514.49,Modelo Y
770.0,Tesla,2009,1.6,Híbrido,Automática,48791,Usado,19312.68,Modelo X
771.0,Toyota,2005,5.7,Gasolina,Automática,199867,Nuevo,88900.74,RAV4
772.0,Audi,2013,4.4,Híbrido,Manual,274444,Nuevo,20868.82,Q5
774.0,BMW,2012,1.2,Gasolina,Manual,200903,Nuevo,17165.24,Serie 3
775.0,Mercedes,2019,3.4,Eléctrico,Automática,27209,Nuevo,46834.12,GLC
776.0,BMW,2016,3.0,Diésel,Manual,283071,Nuevo,89332.38,Serie 5
777.0,Tesla,2022,1.8,Diésel,Manual,34579,Nuevo,28982.51,Modelo 3
778.0,Ford,2006,4.3,Diésel,Manual,271176,Usado,40506.57,Mustang
779.0,Audi,2003,5.9,Gasolina,Manual,93254,Nuevo,85376.31,A3
780.0,BMW,2013,3.8,Diésel,Manual,113528,Nuevo,63692.45,Serie 3
781.0,Mercedes,2002,4.6,Eléctrico,Manual,223274,Nuevo,76403.56,GLA
782.0,Tesla,2023,1.3,Gasolina,Automática,238292,Nuevo,25330.0,Modelo X
783.0,Ford,2004,3.1,Gasolina,Automática,181026,Nuevo,73066.54,Focus
784.0,Honda,2015,1.6,Gasolina,Manual,248342,Nuevo,26623.0,CR-V
785.0,Honda,2022,4.1,Gasolina,Automática,219437,Nuevo,98794.83,CR-V
786.0,Ford,2019,5.7,Eléctrico,Automática,278076,Nuevo,58189.18,Fiesta
787.0,Tesla,2003,4.3,Diésel,Manual,287858,Nuevo,71085.73,Modelo 3
788.0,Mercedes,2023,1.4,Eléctrico,Manual,57803,Nuevo,16248.15,E-Class
789.0,Ford,2023,2.8,Diésel,Automática,133624,Nuevo,28812.32,Mustang
790.0,Audi,2001,3.8,Eléctrico,Manual,56627,Usado,18275.36,A3
792.0,Honda,2018,5.2,Híbrido,Automática,45380,Usado,31992.91,Fit
793.0,BMW,2018,5.1,Híbrido,Automática,160322,Nuevo,74627.61,Serie 5
794.0,Mercedes,2016,4.1,Híbrido,Manual,199416,Nuevo,15327.35,E-Class
795.0,Honda,2013,2.9,Gasolina,Automática,146367,Usado,76445.64,Fit
796.0,BMW,2018,2.3,Gasolina,Manual,272667,Nuevo,9341.96,X3
797.0,BMW,2021,1.5,Eléctrico,Manual,259125,Nuevo,24191.69,X3
798.0,Audi,2023,2.8,Eléctrico,Manual,13769,Nuevo,80236.67,A4
799.0,Tesla,2012,3.1,Híbrido,Manual,112035,Nuevo,75563.78,Modelo X
800.0,Toyota,2011,4.4,Diésel,Manual,175717,Usado,50250.98,Camry
801.0,Tesla,2005,4.3,Híbrido,Automática,221815,Usado,9748.36,Modelo Y
804.0,Audi,2018,1.9,Eléctrico,Manual,234799,Nuevo,35070.17,Q7
805.0,BMW,2015,1.8,Híbrido,Manual,168157,Nuevo,65839.01,Serie 5
806.0,Mercedes,2012,5.1,Diésel,Manual,144542,Usado,46478.38,GLA
807.0,Toyota,2003,1.2,Híbrido,Automática,118643,Usado,13780.0,Corolla
809.0,BMW,2016,1.8,Diésel,Manual,137877,Usado,78956.84,Serie 3
810.0,Toyota,2022,5.4,Eléctrico,Automática,213396,Nuevo,10355.93,Prius
811.0,Toyota,2000,3.8,Diésel,Manual,225956,Nuevo,54881.07,Prius
812.0,Toyota,2017,2.2,Gasolina,Automática,181844,Nuevo,12920.87,Corolla
813.0,Mercedes,2019,3.5,Gasolina,Automática,101422,Nuevo,84542.54,GLA
814.0,Audi,2016,4.7,Gasolina,Automática,268774,Nuevo,63236.33,Q7
815.0,Mercedes,2014,5.8,Eléctrico,Automática,277845,Nuevo,21382.67,C-Class
816.0,Honda,2010,2.1,Gasolina,Manual,145931,Usado,6970.43,CR-V
817.0,BMW,2021,5.4,Eléctrico,Manual,117556,Usado,8000.2,Serie 5
818.0,Audi,2012,5.7,Eléctrico,Automática,228495,Usado,53199.72,Q7
819.0,Audi,2000,5.6,Gasolina,Automática,254809,Usado,74765.48,Q7
821.0,Tesla,2005,4.1,Híbrido,Automática,15021,Nuevo,26021.99,Modelo S
822.0,Audi,2003,3.0,Eléctrico,Automática,200935,Nuevo,36089.69,Q5
823.0,Mercedes,2019,4.8,Gasolina,Automática,204222,Usado,25717.29,GLA
824.0,Audi,2015,3.7,Eléctrico,Manual,64361,Usado,42176.97,Q7
825.0,Ford,2014,4.4,Diésel,Automática,272499,Nuevo,58163.43,Explorer
826.0,BMW,2014,3.1,Diésel,Manual,98841,Nuevo,70068.99,Serie 5
827.0,Audi,2005,4.7,Gasolina,Manual,180076,Nuevo,96558.64,A3
828.0,BMW,2014,5.1,Eléctrico,Manual,246300,Nuevo,93430.15,Serie 5
829.0,Ford,2013,1.7,Híbrido,Automática,160786,Nuevo,59162.06,Explorer
830.0,Ford,2010,5.2,Híbrido,Automática,17198,Nuevo,74744.26,Explorer
831.0,BMW,2006,3.7,Eléctrico,Manual,258466,Nuevo,95332.86,X3
832.0,Toyota,2008,5.2,Eléctrico,Manual,18740,Nuevo,12929.83,Corolla
833.0,Honda,2015,3.2,Eléctrico,Manual,265954,Usado,5535.3,Civic
834.0,Tesla,2004,2.9,Gasolina,Automática,258308,Nuevo,7830.98,Modelo Y
835.0,Toyota,2019,5.6,Diésel,Automática,99855,Usado,58518.19,Corolla
836.0,Toyota,2009,2.3,Híbrido,Manual,210192,Usado,77469.18,RAV4
837.0,Mercedes,2017,5.2,Gasolina,Manual,288927,Usado,39872.12,E-Class
838.0,Tesla,2002,3.4,Eléctrico,Automática,121701,Nuevo,56797.72,Modelo Y
839.0,Tesla,2012,3.6,Eléctrico,Manual,271615,Usado,54054.8,Modelo Y
841.0,Audi,2016,3.9,Eléctrico,Automática,6163,Nuevo,35550.89,A4
843.0,Mercedes,2012,1.2,Gasolina,Manual,241262,Usado,15517.04,C-Class
844.0,Ford,2005,2.4,Diésel,Automática,248924,Nuevo,82126.53,Fiesta
845.0,Tesla,2016,1.0,Gasolina,Automática,179420,Usado,83794.28,Modelo 3
846.0,Toyota,2012,5.9,Híbrido,Automática,281298,Nuevo,81184.9,Camry
847.0,Ford,2018,5.8,Gasolina,Automática,20229,Usado,74047.77,Focus
848.0,BMW,2020,3.0,Gasolina,Automática,250470,Nuevo,80364.72,X5
849.0,Honda,2018,4.6,Gasolina,Manual,158069,Nuevo,68743.32,Civic
850.0,Mercedes,2009,2.7,Híbrido,Automática,21101,Nuevo,68634.17,GLC
851.0,BMW,2002,4.4,Eléctrico,Automática,40391,Usado,68399.37,Serie 3
852.0,BMW,2013,5.0,Gasolina,Automática,206935,Nuevo,53834.07,Serie 3
853.0,Audi,2018,5.7,Diésel,Manual,72723,Nuevo,39517.99,Q7
854.0,Honda,2004,3.0,Híbrido,Manual,226293,Usado,74368.55,Civic
855.0,BMW,2004,4.9,Diésel,Automática,190477,Nuevo,33371.37,Serie 5
856.0,BMW,2019,2.3,Gasolina,Automática,166020,Usado,56575.7,X5
857.0,Honda,2016,6.0,Diésel,Manual,290604,Nuevo,46168.78,Accord
859.0,BMW,2009,4.0,Híbrido,Manual,179354,Usado,97595.54,Serie 3
860.0,Honda,2004,4.3,Diésel,Manual,91725,Nuevo,29581.41,Accord
861.0,BMW,2003,4.4,Diésel,Automática,212139,Nuevo,34382.84,Serie 3
862.0,BMW,2005,1.6,Gasolina,Manual,85779,Nuevo,20350.81,Serie 3
863.0,Audi,2003,5.7,Gasolina,Automática,3060,Usado,83183.16,A4
864.0,Toyota,2006,1.9,Eléctrico,Automática,125806,Nuevo,60725.99,RAV4
865.0,BMW,2006,4.1,Gasolina,Manual,275875,Usado,63238.73,Serie 3
866.0,Ford,2017,2.1,Gasolina,Manual,115871,Nuevo,82953.33,Explorer
868.0,Tesla,2000,3.7,Gasolina,Manual,49116,Nuevo,23395.18,Modelo 3
869.0,Toyota,2023,3.1,Gasolina,Automática,26325,Nuevo,23848.51,RAV4
870.0,Toyota,2003,1.8,Eléctrico,Automática,14551,Nuevo,74598.88,RAV4
871.0,Toyota,2005,1.9,Híbrido,Automática,286422,Nuevo,63340.94,Prius
872.0,Audi,2008,3.1,Híbrido,Manual,15141,Usado,24602.19,Q7
873.0,BMW,2021,4.8,Gasolina,Automática,295759,Usado,18781.21,X3
875.0,BMW,2011,1.4,Eléctrico,Automática,193823,Nuevo,64640.87,X3
876.0,Audi,2019,3.0,Eléctrico,Manual,112684,Usado,5011.27,A4
877.0,Audi,2023,1.5,Híbrido,Automática,289596,Nuevo,6740.34,A3
878.0,Mercedes,2003,1.1,Diésel,Automática,50391,Usado,42007.55,C-Class
879.0,Ford,2020,4.3,Gasolina,Manual,120288,Usado,70678.24,Explorer
880.0,Audi,2023,4.0,Diésel,Automática,206132,Nuevo,71028.74,A3
881.0,Mercedes,2011,1.8,Diésel,Automática,113535,Nuevo,45861.24,GLC
882.0,Honda,2009,2.2,Eléctrico,Manual,142770,Nuevo,70651.99,CR-V
883.0,Ford,2021,1.1,Gasolina,Manual,239947,Nuevo,54504.14,Mustang
884.0,Audi,2006,5.2,Gasolina,Manual,86711,Nuevo,97808.48,Q5
885.0,Tesla,2002,5.9,Eléctrico,Manual,264509,Usado,20433.72,Modelo Y
886.0,Toyota,2022,1.7,Diésel,Manual,228625,Nuevo,62063.39,Prius
888.0,Honda,2023,5.3,Híbrido,Manual,44134,Usado,23474.3,CR-V
889.0,Mercedes,2009,5.6,Gasolina,Automática,299967,Nuevo,76249.09,GLA
890.0,Honda,2015,3.1,Híbrido,Automática,71158,Nuevo,31173.26,Accord
891.0,Ford,2015,1.3,Eléctrico,Manual,237159,Nuevo,41262.43,Fiesta
893.0,Audi,2009,3.9,Híbrido,Automática,49396,Nuevo,28199.42,Q7
894.0,Tesla,2012,3.0,Híbrido,Manual,31912,Nuevo,45917.01,Modelo S
895.0,Toyota,2005,1.1,Diésel,Automática,56947,Usado,49967.86,Prius
896.0,Mercedes,2011,3.9,Gasolina,Manual,44387,Usado,75701.06,E-Class
897.0,Toyota,2008,1.1,Híbrido,Manual,278652,Usado,77681.51,Camry
898.0,Honda,2012,4.9,Híbrido,Manual,109249,Nuevo,20062.82,Civic
899.0,Tesla,2003,2.5,Diésel,Automática,1919,Nuevo,61313.37,Modelo 3
900.0,Toyota,2023,1.2,Híbrido,Automática,140689,Nuevo,90138.79,Corolla
901.0,Ford,2010,3.9,Híbrido,Automática,33298,Usado,15334.73,Mustang
902.0,Audi,2019,3.0,Híbrido,Automática,237225,Usado,49926.83,A3
903.0,Honda,2017,5.9,Diésel,Manual,233725,Nuevo,76283.55,Fit
904.0,Tesla,2010,3.7,Híbrido,Automática,276600,Nuevo,63091.68,Modelo X
905.0,Toyota,2020,2.4,Híbrido,Manual,109599,Usado,14555.64,Camry
906.0,Mercedes,2003,4.5,Gasolina,Automática,83721,Nuevo,42677.58,GLC
907.0,Ford,2017,2.4,Gasolina,Automática,286384,Usado,53187.75,Explorer
909.0,Toyota,2006,2.9,Eléctrico,Automática,283830,Nuevo,21967.75,Camry
910.0,Audi,2005,3.7,Gasolina,Automática,11920,Nuevo,98330.26,Q7
911.0,Toyota,2014,1.3,Diésel,Manual,7432,Usado,40734.23,Camry
912.0,Honda,2017,3.1,Híbrido,Automática,110507,Usado,24030.45,Civic
913.0,Toyota,2023,5.2,Híbrido,Automática,224647,Nuevo,44340.36,Corolla
914.0,Ford,2010,5.0,Diésel,Automática,164982,Nuevo,63329.54,Focus
915.0,Tesla,2019,2.1,Híbrido,Automática,121764,Usado,25282.25,Modelo X
918.0,Tesla,2015,5.7,Híbrido,Manual,112557,Nuevo,99905.9,Modelo S
919.0,Mercedes,2006,1.5,Gasolina,Automática,18013,Usado,35226.41,C-Class
920.0,BMW,2020,3.3,Híbrido,Manual,21446,Nuevo,19141.4,Serie 3
921.0,Toyota,2009,2.7,Diésel,Manual,201447,Usado,80351.23,Corolla
922.0,Audi,2011,5.4,Eléctrico,Manual,102261,Nuevo,62043.29,Q5
923.0,Tesla,2023,1.4,Híbrido,Manual,262701,Nuevo,14538.11,Modelo X
925.0,Mercedes,2004,4.8,Gasolina,Automática,178772,Nuevo,12414.71,GLC
926.0,Ford,2020,1.3,Híbrido,Manual,130878,Nuevo,64408.86,Explorer
927.0,Audi,2017,3.5,Eléctrico,Automática,99143,Nuevo,45274.04,A3
928.0,Tesla,2004,3.2,Híbrido,Manual,24578,Nuevo,57879.27,Modelo 3
929.0,Audi,2002,2.7,Diésel,Manual,74779,Nuevo,25255.35,A4
930.0,Audi,2022,3.0,Eléctrico,Automática,140668,Nuevo,70370.49,A3
931.0,Audi,2004,3.6,Híbrido,Manual,72534,Nuevo,96173.37,Q7
932.0,Honda,2023,1.8,Gasolina,Manual,272273,Usado,48550.46,CR-V
934.0,Ford,2018,5.0,Gasolina,Manual,273740,Nuevo,27782.11,Fiesta
935.0,Toyota,2018,4.8,Diésel,Automática,65355,Usado,89727.46,RAV4
936.0,Audi,2020,1.8,Híbrido,Manual,12974,Usado,97261.57,Q5
937.0,Mercedes,2011,1.7,Gasolina,Manual,197745,Nuevo,79698.2,C-Class
938.0,Toyota,2008,2.3,Diésel,Automática,251366,Nuevo,56563.48,RAV4
939.0,Mercedes,2000,2.8,Híbrido,Automática,74442,Nuevo,95895.7,GLA
940.0,Toyota,2017,3.0,Diésel,Manual,152890,Usado,19615.76,Prius
942.0,Audi,2003,1.3,Diésel,Automática,133726,Nuevo,56072.54,A4
943.0,Audi,2009,1.2,Eléctrico,Manual,33758,Usado,51732.06,Q7
944.0,BMW,2006,3.0,Híbrido,Automática,286348,Nuevo,81229.74,Serie 5
945.0,Mercedes,2021,4.5,Diésel,Manual,127309,Usado,68688.27,C-Class
946.0,Toyota,2022,2.0,Gasolina,Automática,166000,Nuevo,17032.55,RAV4
947.0,Toyota,2000,4.2,Híbrido,Automática,184681,Usado,37912.87,Camry
948.0,Honda,2016,2.3,Eléctrico,Automática,30552,Usado,37212.3,Civic
949.0,BMW,2023,5.4,Híbrido,Manual,147278,Usado,58735.06,X3
950.0,Tesla,2001,5.5,Eléctrico,Manual,34831,Usado,32688.55,Modelo Y
951.0,Tesla,2010,2.5,Híbrido,Manual,43563,Nuevo,16140.82,Modelo Y
952.0,Honda,2008,2.1,Diésel,Manual,18361,Nuevo,67099.85,Civic
953.0,Honda,2006,3.1,Diésel,Automática,74469,Nuevo,85848.51,CR-V
954.0,Honda,2021,2.2,Gasolina,Automática,25816,Usado,93502.77,Fit
955.0,Mercedes,2016,4.4,Eléctrico,Automática,257422,Usado,97394.95,E-Class
956.0,Mercedes,2016,5.1,Gasolina,Manual,146691,Nuevo,79206.1,GLC
957.0,Ford,2001,4.4,Diésel,Manual,234295,Nuevo,18271.73,Focus
958.0,Ford,2005,5.1,Eléctrico,Manual,92479,Nuevo,86045.62,Explorer
959.0,Honda,2013,3.0,Gasolina,Automática,26819,Nuevo,42996.21,CR-V
960.0,BMW,2005,1.8,Gasolina,Manual,8798,Nuevo,74341.57,Serie 5
961.0,Toyota,2001,4.7,Gasolina,Manual,156215,Nuevo,55470.46,RAV4
962.0,Mercedes,2000,2.8,Gasolina,Automática,243942,Usado,83717.58,GLC
963.0,BMW,2009,4.4,Gasolina,Automática,230259,Usado,45423.04,Serie 5
964.0,Audi,2020,2.4,Eléctrico,Manual,129544,Nuevo,10870.41,Q5
965.0,Mercedes,2004,1.4,Gasolina,Automática,152254,Nuevo,57898.25,GLA
966.0,Mercedes,2001,6.0,Eléctrico,Manual,253800,Usado,21272.6,C-Class
967.0,Ford,2021,1.8,Gasolina,Automática,9415,Nuevo,96724.18,Focus
968.0,Toyota,2015,5.9,Diésel,Automática,87638,Nuevo,55061.49,Camry
969.0,Toyota,2001,5.9,Diésel,Automática,18452,Usado,57588.09,RAV4
970.0,Tesla,2009,5.0,Gasolina,Manual,195457,Nuevo,91190.24,Modelo Y
971.0,Tesla,2001,4.3,Híbrido,Manual,110205,Nuevo,64335.6,Modelo Y
972.0,Tesla,2015,3.9,Diésel,Manual,18170,Nuevo,33759.29,Modelo 3
973.0,Tesla,2015,5.3,Eléctrico,Automática,16259,Nuevo,33128.99,Modelo Y
974.0,Audi,2018,2.4,Gasolina,Automática,284243,Usado,52649.97,Q5
975.0,Audi,2006,3.3,Eléctrico,Automática,140721,Nuevo,87327.78,A4
976.0,Mercedes,2021,4.1,Híbrido,Automática,129394,Usado,80499.29,GLA
977.0,Honda,2011,3.1,Gasolina,Manual,172109,Usado,96460.36,Fit
978.0,Ford,2023,3.1,Diésel,Manual,273949,Nuevo,11829.18,Focus
979.0,Ford,2014,2.7,Eléctrico,Manual,254599,Nuevo,30490.98,Focus
981.0,Mercedes,2005,5.3,Diésel,Automática,74280,Usado,76352.52,C-Class
982.0,BMW,2009,2.0,Gasolina,Manual,177125,Usado,18379.2,X3
983.0,Honda,2002,5.7,Eléctrico,Automática,97841,Nuevo,14489.2,Fit
984.0,Mercedes,2018,4.4,Híbrido,Manual,124726,Usado,58358.86,E-Class
985.0,Honda,2016,5.1,Diésel,Automática,76215,Nuevo,44091.05,Fit
986.0,Honda,2006,3.8,Gasolina,Automática,112909,Nuevo,72934.63,Fit
987.0,Honda,2020,4.9,Gasolina,Manual,273129,Nuevo,51266.46,Fit
988.0,Mercedes,2019,1.1,Híbrido,Manual,274535,Usado,45406.79,C-Class
990.0,Ford,2013,1.2,Diésel,Manual,261968,Nuevo,87828.26,Explorer
991.0,Ford,2019,5.4,Gasolina,Manual,183000,Nuevo,42546.44,Fiesta
992.0,Tesla,2021,6.0,Eléctrico,Automática,296508,Nuevo,36672.73,Modelo X
993.0,Honda,2014,2.5,Eléctrico,Automática,249072,Nuevo,37160.83,CR-V
995.0,Toyota,2007,4.8,Eléctrico,Manual,42923,Nuevo,86765.44,RAV4
996.0,Mercedes,2020,2.3,Híbrido,Automática,186968,Usado,18929.93,E-Class
997.0,Toyota,2014,5.3,Gasolina,Automática,165912,Nuevo,91318.02,Corolla
998.0,Tesla,2021,1.5,Diésel,Automática,173327,Usado,31929.43,Modelo Y
1000.0,Mercedes,2013,5.9,Gasolina,Automática,230314,Nuevo,80127.96,GLA
1001.0,Tesla,2008,4.4,Híbrido,Manual,295673,Nuevo,60288.81,Modelo S
1002.0,Honda,2007,5.2,Diésel,Automática,144013,Nuevo,68599.65,Accord
1003.0,Ford,2016,2.6,Diésel,Automática,1669,Nuevo,35955.19,Fiesta
1004.0,Toyota,2001,4.4,Híbrido,Manual,216854,Nuevo,59551.72,RAV4
1005.0,Audi,2023,4.0,Gasolina,Automática,55786,Nuevo,32778.28,A4
1006.0,Audi,2002,4.0,Eléctrico,Automática,182155,Nuevo,43215.92,Q7
1007.0,BMW,2007,4.4,Eléctrico,Manual,20323,Nuevo,77642.94,X5
1008.0,Honda,2011,3.9,Híbrido,Automática,230502,Nuevo,28173.59,CR-V
1009.0,Toyota,2000,3.1,Diésel,Manual,257249,Usado,84690.37,Prius
1010.0,Honda,2009,2.4,Gasolina,Automática,6021,Nuevo,40708.87,CR-V
1011.0,Toyota,2019,4.8,Gasolina,Manual,113415,Nuevo,55556.15,Corolla
1013.0,BMW,2005,4.5,Eléctrico,Automática,7904,Usado,69719.28,Serie 3
1014.0,Audi,2006,2.2,Gasolina,Manual,64033,Nuevo,66332.39,A4
1015.0,Honda,2019,4.1,Híbrido,Manual,231659,Usado,72602.73,Fit
1016.0,Mercedes,2022,4.7,Eléctrico,Automática,120035,Usado,92220.58,GLC
1017.0,Audi,2017,2.1,Híbrido,Automática,220859,Nuevo,28608.8,A3
1020.0,Mercedes,2004,4.0,Híbrido,Manual,231853,Nuevo,6126.25,GLA
1021.0,Ford,2018,5.2,Híbrido,Manual,265237,Usado,16903.59,Explorer
1022.0,Ford,2010,1.2,Diésel,Automática,287062,Usado,35874.23,Fiesta
1023.0,Ford,2023,4.7,Híbrido,Automática,193708,Usado,58675.0,Fiesta
1024.0,Ford,2011,2.7,Eléctrico,Manual,189878,Usado,88740.1,Fiesta
1025.0,Tesla,2009,3.4,Gasolina,Automática,140466,Nuevo,80155.84,Modelo Y
1026.0,Toyota,2007,5.6,Gasolina,Automática,124501,Nuevo,57566.7,RAV4
1027.0,Tesla,2023,2.7,Diésel,Manual,260228,Nuevo,12017.69,Modelo S
1028.0,Tesla,2008,3.3,Eléctrico,Manual,92510,Usado,32161.1,Modelo X
1029.0,Tesla,2003,1.1,Híbrido,Manual,93708,Nuevo,39837.32,Modelo Y
1030.0,Ford,2004,1.4,Híbrido,Manual,97819,Nuevo,64063.13,Fiesta
1031.0,Mercedes,2020,2.3,Gasolina,Manual,235603,Usado,11167.74,GLC
1032.0,BMW,2007,1.1,Híbrido,Manual,36303,Nuevo,55368.39,Serie 5
1033.0,BMW,2022,4.2,Gasolina,Automática,27453,Usado,90639.13,Serie 3
1034.0,Toyota,2008,3.1,Diésel,Manual,199521,Nuevo,72016.11,Corolla
1036.0,Ford,2014,1.9,Eléctrico,Automática,222787,Nuevo,69759.19,Fiesta
1038.0,Audi,2013,4.3,Gasolina,Automática,189060,Nuevo,15495.96,A4
1039.0,Honda,2007,5.8,Diésel,Manual,94655,Nuevo,83801.61,Accord
1040.0,Audi,2017,1.3,Gasolina,Automática,277169,Nuevo,71072.92,A4
1041.0,Honda,2009,5.5,Híbrido,Manual,269289,Nuevo,59630.85,Accord
1043.0,Ford,2005,3.8,Gasolina,Manual,186869,Nuevo,62317.77,Explorer
1044.0,Audi,2011,3.5,Diésel,Manual,73230,Usado,7975.57,Q7
1045.0,Audi,2001,1.3,Eléctrico,Automática,155002,Usado,16289.72,Q5
1046.0,Honda,2006,1.4,Híbrido,Automática,108138,Nuevo,34629.56,Accord
1047.0,BMW,2015,4.0,Diésel,Automática,207097,Usado,47155.14,X3
1049.0,Audi,2012,5.6,Gasolina,Automática,62040,Usado,16394.32,A4
1050.0,Mercedes,2002,3.0,Eléctrico,Manual,108668,Nuevo,73959.9,E-Class
1052.0,Mercedes,2010,4.6,Gasolina,Manual,56815,Nuevo,55705.49,E-Class
1053.0,Toyota,2007,2.5,Diésel,Manual,216741,Usado,47981.28,Corolla
1054.0,Audi,2005,3.6,Gasolina,Manual,112789,Nuevo,97771.6,A3
1055.0,Toyota,2000,4.5,Diésel,Automática,219478,Nuevo,9731.03,Prius
1056.0,BMW,2000,5.5,Eléctrico,Manual,167644,Usado,22159.58,X5
1057.0,Honda,2022,5.0,Eléctrico,Manual,185102,Nuevo,66513.24,Accord
1058.0,Mercedes,2007,4.4,Gasolina,Automática,244533,Nuevo,17954.74,E-Class
1060.0,Toyota,2015,5.7,Gasolina,Manual,233308,Nuevo,58937.32,Camry
1061.0,Mercedes,2010,2.5,Diésel,Manual,160275,Nuevo,97245.49,C-Class
1063.0,Audi,2003,2.4,Diésel,Manual,5608,Nuevo,94827.57,Q7
